Job Name,Image Count,Annotation Count,Total Image Size (MB),All Image/Annotation Pairs Present,red_flag,red_yellow_flag,blue_flag,green_coast,flagpole,parasol,surf_zone,non_beach_flag,other_beach_flag,surf_kite,wind_sock
Job_146,12,12,3.12,True,12,0,11,0,10,0,0,0,0,0,0
Job_147,22,22,4.28,True,0,22,22,0,5,0,0,0,0,0,0
Job_151,6,6,5.54,True,0,3,0,0,3,0,0,0,0,0,0
Job_151FINAL,0,0,0.0,True,0,0,0,0,0,0,0,0,0,0,0
Job_155,59,59,92.28,True,60,0,0,0,48,16,0,0,3,0,0
Job_155FINAL,0,0,0.0,True,0,0,0,0,0,0,0,0,0,0,0
Job_156,55,55,86.89,True,0,1,51,2,53,0,0,1,4,0,1
Job_157,167,167,297.57,True,1,204,5,0,64,2,6,1,0,0,0
Job_158,20,20,28.44,True,0,0,0,0,27,0,4,0,25,0,1
Job_159,17,17,36.48,True,0,0,0,0,2,15,0,3,0,3,1
Job_160,12,12,2.04,True,12,0,12,0,12,0,0,0,0,0,0
Job_161_Aug_Perpsective,2,2,0.37,True,1,1,2,0,2,0,0,0,0,0,0
TOTAL,8721,8720,2397.89 MB (2.34 GB),,3551,4112,5576,184,7340,33,93,5,32,3,3
